Time_on_site,Pages_viewed,Clicked_ad,Cart_value,Referral,Browser_Refresh_Rate,Last_Ad_Seen,Purchase
8.15,25.4,0,38.12,Instagram,138.0,C,0
4.59,8.55,0,80.17,Direct,80.06,B,1
7.31,13.8,0,10.0,Direct,63.44,D,0
2.94,5.6,0,22.85,Instagram,158.36,C,1
9.02,21.15,0,48.53,Google,52.0,C,0
6.84,19.12,0,26.31,Direct,71.28,D,0
3.99,11.09,1,65.18,Google,140.44,A,0
0.5,1.88,1,39.24,Direct,125.73,A,1
5.0,10.84,1,67.37,Google,36.8,D,1
2.05,4.65,0,76.69,Direct,91.51,A,0
5.75,10.45,0,35.42,Google,106.46,D,0
8.63,16.84,0,67.21,Instagram,151.17,C,0
5.4,16.53,0,10.0,Facebook,98.05,D,0
4.55,10.24,0,23.31,Instagram,43.43,D,0
5.86,15.96,1,73.92,Instagram,198.27,A,0
5.71,14.38,0,10.0,Facebook,162.21,B,0
0.5,0.99,1,14.64,Google,64.27,C,0
5.6,11.7,1,20.16,Direct,112.54,C,0
6.55,10.23,0,98.65,Instagram,161.31,C,0
4.35,10.44,1,10.0,Direct,29.42,D,0
7.45,18.91,0,12.86,Google,126.99,B,1
4.68,10.99,0,30.75,Google,72.43,D,0
6.92,20.73,0,27.53,Google,59.25,D,0
10.0,18.38,0,28.61,Google,89.88,D,1
4.76,12.01,1,21.43,Google,90.9,C,0
0.5,1.0,0,10.0,Instagram,75.9,C,0
4.16,11.19,1,29.93,Google,20.0,A,0
0.69,1.41,0,20.13,Instagram,69.68,B,0
6.53,18.97,1,63.66,Facebook,86.86,D,1
8.27,23.32,1,188.88,Facebook,63.61,D,1
6.74,17.97,1,48.51,Google,85.08,B,0
5.8,15.25,0,50.69,Instagram,125.31,A,1
3.39,8.95,0,10.0,Instagram,156.72,A,0
8.94,23.84,1,50.39,Google,67.3,C,1
6.88,19.04,0,29.31,Direct,100.79,C,1
5.71,13.26,0,10.0,Direct,94.49,B,0
5.51,10.69,0,119.01,Google,156.58,B,0
5.28,13.08,1,30.65,Instagram,83.92,D,1
6.13,16.9,1,145.42,Direct,119.61,B,1
3.47,9.55,1,71.12,Google,72.9,A,1
8.81,29.66,1,45.62,Direct,24.33,A,1
5.38,12.11,1,157.18,Direct,113.11,A,1
6.5,11.67,0,10.0,Instagram,17.89,C,0
3.92,8.72,0,32.22,Facebook,140.5,D,0
5.94,13.59,0,37.56,Google,96.51,D,0
0.5,1.05,0,25.24,Instagram,54.93,C,0
2.2,4.37,0,78.9,Facebook,83.81,C,0
4.92,11.97,1,16.75,Google,28.9,C,0
1.69,4.18,0,15.03,Direct,44.98,B,0
10.0,19.81,1,10.0,Facebook,96.1,D,1
0.83,1.6,0,68.86,Google,210.64,A,0
5.86,15.75,1,21.55,Instagram,67.56,A,1
9.14,25.0,0,10.0,Google,144.21,B,1
6.2,12.97,0,38.09,Google,14.98,B,0
4.22,10.2,0,138.76,Google,121.04,B,1
3.62,9.95,0,172.93,Direct,48.62,D,0
6.68,17.14,0,14.54,Google,159.14,B,1
3.0,9.84,0,26.87,Facebook,26.63,C,0
4.7,8.6,0,10.64,Instagram,169.78,D,0
6.73,11.58,0,34.11,Direct,129.9,C,0
4.23,12.1,1,43.4,Facebook,-23.77,D,1
5.22,13.96,1,28.97,Instagram,62.32,B,0
4.24,9.44,0,34.37,Direct,74.27,B,0
2.58,7.84,0,54.57,Facebook,41.29,D,0
7.97,17.36,0,22.7,Google,135.12,D,0
8.48,23.38,0,80.08,Direct,188.54,D,0
4.21,10.14,1,76.95,Direct,175.05,D,0
4.34,9.16,0,10.5,Google,230.03,D,0
4.56,10.42,0,28.67,Direct,-1.33,D,0
6.35,19.59,1,134.6,Instagram,18.63,A,1
2.74,6.31,0,10.0,Instagram,91.92,A,0
4.78,15.55,0,10.0,Facebook,153.22,A,1
5.66,14.58,1,51.83,Google,141.21,B,0
6.61,15.68,1,49.51,Instagram,97.83,D,1
0.5,1.0,1,33.8,Google,113.39,A,0
6.01,17.05,0,112.06,Instagram,116.52,C,1
5.86,15.27,0,45.2,Instagram,235.14,B,0
7.52,18.5,0,48.74,Facebook,176.51,C,0
3.68,9.39,0,91.27,Google,107.37,C,0
3.7,9.04,1,10.0,Facebook,57.32,A,1
8.01,15.23,0,63.77,Google,-5.96,C,0
1.09,3.09,0,10.0,Google,136.7,A,0
9.07,31.11,0,24.17,Google,95.36,A,1
10.0,33.49,0,35.77,Facebook,164.29,C,1
6.19,15.81,0,58.55,Google,145.84,C,0
7.04,16.7,0,10.0,Google,77.59,A,0
1.28,3.24,1,78.12,Instagram,170.85,D,1
3.26,7.15,1,54.65,Instagram,235.92,B,0
7.64,20.19,0,10.0,Google,33.62,B,0
5.9,15.87,0,50.3,Instagram,104.92,B,0
4.55,8.63,0,62.71,Google,107.16,D,0
5.58,13.04,0,32.92,Facebook,139.51,A,0
6.27,18.41,1,28.91,Google,195.46,D,1
4.27,12.59,0,75.23,Google,68.2,C,0
4.93,9.22,0,97.16,Instagram,124.47,A,0
4.91,14.96,1,10.0,Google,-23.33,D,0
2.37,5.58,0,10.0,Google,126.21,D,0
5.81,14.44,1,92.92,Facebook,115.43,C,0
9.51,23.0,0,137.97,Direct,129.34,B,1
9.33,13.46,0,28.78,Facebook,76.79,B,0
1.31,3.55,0,39.11,Google,175.52,D,0
6.43,10.9,0,10.0,Google,107.68,A,0
6.69,19.5,0,17.2,Google,28.6,A,0
3.97,7.35,0,62.36,Google,68.47,B,0
2.59,7.85,0,33.13,Direct,134.92,D,0
1.7,4.44,0,83.92,Facebook,141.63,A,0
3.89,10.9,1,16.26,Direct,75.38,B,1
5.88,12.58,0,27.94,Instagram,96.45,B,0
4.6,7.35,0,83.86,Google,77.17,C,0
3.47,6.98,0,94.89,Direct,2.54,D,1
1.88,4.99,0,27.62,Google,98.57,C,0
5.88,16.03,0,30.71,Instagram,49.63,B,1
7.67,15.87,0,13.52,Google,56.22,A,0
2.68,8.48,0,27.71,Instagram,80.38,D,0
6.12,15.24,0,34.4,Google,54.85,D,0
0.5,0.84,0,18.3,Instagram,46.75,B,0
3.36,8.84,0,10.0,Direct,140.98,D,0
6.82,14.42,1,22.52,Google,24.19,A,1
2.21,6.42,1,46.43,Google,58.57,C,1
3.49,9.11,0,10.0,Instagram,61.36,B,0
8.54,22.01,0,92.79,Instagram,141.3,C,0
3.17,7.46,0,39.26,Google,141.41,A,0
2.87,8.77,0,19.07,Facebook,193.98,D,0
6.44,13.17,0,33.1,Direct,82.42,A,0
9.89,26.38,0,12.32,Facebook,94.94,C,1
4.4,11.09,1,17.69,Google,59.0,C,0
6.92,13.73,1,10.65,Direct,63.02,C,1
8.36,20.6,1,30.83,Google,189.75,D,1
5.81,11.78,1,22.38,Facebook,49.86,D,0
4.33,15.23,1,21.34,Direct,110.24,D,1
2.81,8.45,1,110.92,Direct,109.96,D,1
1.44,2.42,0,17.59,Google,104.01,D,0
7.78,17.7,0,11.18,Facebook,72.88,C,0
5.45,15.29,0,10.0,Facebook,172.83,B,0
8.33,25.72,1,10.0,Facebook,152.34,A,1
7.47,21.94,0,19.2,Direct,79.54,B,0
3.46,11.94,1,50.88,Google,198.31,B,0
2.03,5.22,0,52.25,Google,146.93,C,0
6.03,18.95,1,235.43,Instagram,108.07,D,1
3.42,6.57,0,124.25,Instagram,24.1,A,1
5.94,17.44,0,10.0,Google,127.05,D,0
3.17,7.6,0,95.11,Facebook,134.56,C,0
2.85,6.91,1,10.0,Google,111.06,C,0
4.65,14.83,0,28.25,Google,95.47,B,0
7.34,21.89,0,34.88,Instagram,101.98,C,0
5.77,13.93,0,145.52,Direct,115.1,A,0
7.95,30.0,1,42.06,Google,115.33,B,1
1.92,6.0,1,81.55,Instagram,136.24,B,0
2.36,5.37,1,178.28,Google,41.06,C,1
4.78,6.16,1,86.86,Direct,107.02,A,0
10.0,26.39,0,12.5,Google,80.45,B,0
6.69,15.41,0,12.0,Google,125.94,C,0
2.33,5.1,0,19.83,Google,10.9,C,1
4.81,10.83,0,97.33,Google,115.4,B,0
5.55,14.3,0,55.23,Facebook,110.89,B,0
3.58,11.3,0,27.33,Google,128.33,D,0
6.53,13.13,0,19.36,Google,210.37,C,0
4.61,11.36,0,21.09,Instagram,9.74,D,0
4.25,10.2,0,48.42,Google,116.73,B,0
8.15,17.02,0,10.0,Instagram,62.43,D,1
0.73,1.92,0,10.0,Instagram,173.53,D,0
2.6,8.79,0,81.33,Instagram,105.17,C,0
2.96,8.3,1,10.0,Facebook,121.31,C,0
2.88,7.3,0,90.68,Facebook,73.83,B,0
3.18,7.25,0,19.48,Google,50.75,A,0
6.22,15.7,0,166.77,Facebook,118.15,B,1
7.74,12.71,1,10.0,Google,128.65,D,1
7.29,18.01,0,10.0,Google,32.71,D,1
2.45,5.89,1,84.4,Google,111.99,C,0
4.73,12.96,0,14.81,Google,99.04,C,0
6.13,18.23,1,10.0,Direct,107.53,C,1
5.6,16.09,0,110.74,Facebook,87.92,D,1
8.26,20.12,0,54.54,Instagram,78.92,B,1
3.31,7.42,0,10.0,Google,42.24,B,0
5.39,11.79,0,10.0,Google,75.51,D,0
4.02,8.47,0,67.59,Direct,123.78,C,0
5.63,12.34,1,108.64,Instagram,196.63,C,0
2.3,5.62,0,33.08,Google,125.09,D,0
2.68,5.06,0,168.75,Facebook,9.13,B,0
3.17,8.64,1,27.14,Facebook,155.8,A,0
3.59,8.78,1,138.16,Facebook,118.24,C,1
8.87,18.47,0,19.2,Instagram,163.9,A,1
7.94,17.31,0,36.85,Facebook,196.77,B,1
4.47,13.05,0,10.0,Instagram,162.76,C,0
5.43,16.04,1,62.49,Google,116.34,A,0
1.01,3.75,0,51.95,Direct,100.22,C,0
4.55,12.67,1,18.95,Direct,151.95,A,0
5.4,11.67,1,10.0,Google,82.09,B,0
7.86,16.82,0,132.3,Google,94.44,B,0
5.82,15.67,1,30.08,Instagram,151.24,A,0
6.08,17.66,0,42.85,Facebook,148.64,A,1
5.74,18.4,0,24.34,Google,73.38,C,0
5.67,11.7,0,24.31,Instagram,140.89,C,0
1.51,3.85,0,10.89,Google,55.24,D,0
3.96,7.6,1,34.18,Google,73.92,D,0
8.59,23.1,0,113.65,Direct,131.42,A,1
7.06,14.07,0,217.09,Instagram,209.42,A,0
6.24,20.13,0,72.43,Direct,156.18,B,0
5.17,10.91,1,195.52,Facebook,112.5,B,1
6.65,18.65,0,49.15,Google,17.1,A,0
2.64,6.79,0,10.45,Facebook,76.22,D,0
1.05,2.65,0,101.59,Google,109.17,D,0
4.04,6.46,0,95.89,Instagram,120.03,D,0
6.34,15.57,0,30.47,Instagram,87.39,C,1
5.27,10.59,0,44.59,Facebook,14.68,A,1
7.53,16.63,0,39.16,Google,70.74,B,1
5.88,16.13,1,46.52,Direct,93.34,D,0
5.11,19.73,0,65.69,Facebook,60.16,D,0
8.32,28.69,1,63.04,Facebook,126.27,B,1
7.83,21.6,0,84.84,Facebook,49.85,D,0
4.75,12.8,0,10.0,Instagram,90.08,B,0
2.24,5.21,0,39.64,Direct,77.76,D,0
2.73,5.46,0,10.0,Direct,1.87,B,0
4.6,12.51,0,58.61,Google,79.48,A,0
4.08,9.3,0,90.9,Facebook,94.99,A,0
9.14,30.89,0,55.94,Direct,151.37,B,1
0.8,2.86,0,47.42,Google,131.17,A,0
4.84,17.28,0,17.95,Instagram,106.58,A,1
2.33,5.09,0,111.1,Instagram,85.37,C,0
5.29,11.89,1,26.83,Google,122.13,C,0
5.96,11.28,1,153.57,Google,114.2,A,1
3.99,11.26,0,174.67,Facebook,5.62,B,0
6.33,13.11,0,14.17,Google,32.7,A,0
4.5,9.9,0,64.8,Instagram,-12.03,C,0
4.55,9.36,0,10.0,Direct,152.57,B,0
3.96,8.79,1,117.66,Instagram,-37.46,C,0
6.63,22.05,0,10.0,Facebook,207.26,C,1
5.35,6.77,0,10.0,Facebook,133.18,C,0
8.93,24.68,0,89.96,Facebook,94.29,A,1
8.18,17.14,1,10.66,Google,136.36,B,0
6.38,23.44,0,31.52,Facebook,52.06,D,0
0.5,1.46,1,11.36,Direct,60.04,B,1
1.29,2.57,0,50.3,Facebook,118.58,D,0
7.47,16.38,0,60.73,Google,77.17,B,1
3.81,8.44,0,27.08,Instagram,93.02,D,0
5.59,17.18,0,66.25,Google,65.37,D,0
3.42,11.46,1,10.0,Direct,74.92,B,0
6.29,16.22,0,97.49,Google,102.4,A,1
7.39,17.96,0,65.53,Direct,169.77,D,1
1.98,5.97,1,10.0,Facebook,106.53,B,0
2.97,7.46,1,11.67,Facebook,71.06,D,0
0.84,2.3,0,22.36,Google,127.56,A,0
5.58,14.58,1,52.85,Instagram,61.98,D,1
0.84,1.76,1,60.63,Google,84.85,D,0
4.08,13.0,0,136.92,Google,215.28,C,1
6.3,13.88,0,20.6,Google,55.0,C,0
10.0,34.69,1,26.01,Instagram,118.94,A,1
5.92,18.3,0,60.6,Google,83.84,C,0
8.13,21.12,0,22.62,Google,71.63,B,1
5.65,10.61,0,57.18,Direct,84.26,C,0
5.77,19.27,0,40.77,Instagram,-0.43,C,1
4.47,11.89,0,10.0,Google,45.17,A,0
4.04,11.91,1,26.63,Facebook,134.68,B,1
7.94,25.7,0,10.0,Facebook,87.0,C,0
5.94,11.52,1,81.09,Facebook,34.26,A,1
5.84,15.66,0,140.25,Direct,8.46,D,1
3.48,8.04,0,106.07,Direct,74.76,C,1
4.14,11.0,0,25.87,Direct,85.05,B,0
10.0,27.29,1,10.76,Google,94.95,C,1
4.83,8.06,1,25.22,Direct,163.26,D,0
8.32,19.84,0,15.46,Instagram,65.72,D,0
3.7,9.41,0,148.21,Google,96.02,A,0
7.0,13.12,1,48.07,Instagram,107.04,A,0
5.72,12.21,0,34.13,Google,6.2,A,0
3.99,10.23,1,39.85,Google,137.98,A,0
6.62,18.83,0,10.0,Instagram,73.06,B,0
1.14,2.77,0,122.25,Google,113.14,C,0
6.44,13.84,0,10.0,Instagram,84.89,A,0
6.97,13.92,0,22.19,Instagram,148.26,A,0
5.68,13.19,0,24.21,Direct,105.87,A,0
8.28,17.39,0,82.12,Google,134.7,B,1
4.83,13.51,1,16.03,Google,122.2,B,1
4.63,12.15,0,36.97,Google,82.5,A,0
5.89,12.8,0,83.11,Facebook,49.21,C,0
7.17,18.74,0,145.47,Direct,28.34,B,1
6.42,23.55,0,22.83,Instagram,-34.49,A,0
4.43,12.75,1,26.6,Google,119.82,D,0
2.51,6.6,0,10.0,Direct,53.6,D,0
6.66,19.03,0,16.9,Direct,163.26,B,0
3.03,9.48,0,45.32,Facebook,106.22,B,0
2.95,5.14,1,22.67,Facebook,162.0,D,0
3.36,7.69,0,10.0,Facebook,141.29,A,0
5.14,11.27,1,10.0,Direct,102.77,A,0
3.01,6.55,1,10.0,Google,76.59,A,0
2.16,7.69,0,15.22,Instagram,124.29,B,0
3.35,9.24,0,41.84,Instagram,87.07,C,0
4.54,13.89,0,29.3,Direct,30.75,B,0
6.14,16.26,0,29.92,Google,63.25,C,0
5.17,20.03,0,69.07,Direct,95.44,C,0
2.3,3.44,0,12.63,Instagram,116.12,C,0
5.57,12.58,0,132.27,Facebook,38.5,B,0
5.81,13.24,0,10.0,Direct,63.08,B,0
3.86,8.98,0,94.18,Facebook,150.7,B,0
3.01,8.9,0,56.48,Facebook,52.8,B,0
3.01,7.66,0,10.0,Facebook,49.97,B,0
3.67,10.37,0,10.0,Facebook,167.84,C,0
10.0,30.21,0,10.0,Direct,115.06,B,0
2.78,7.26,1,23.19,Google,45.01,C,0
5.66,16.23,1,36.13,Google,129.51,A,0
3.21,7.33,1,45.26,Instagram,85.51,A,1
3.74,8.13,1,25.65,Direct,96.97,D,0
3.23,6.65,1,10.0,Direct,71.46,C,1
7.0,17.8,1,21.92,Direct,81.32,B,1
5.95,12.03,1,42.0,Direct,154.39,B,1
4.68,9.19,1,95.16,Instagram,158.44,C,1
6.26,17.68,0,26.92,Google,228.21,A,0
6.86,13.96,0,13.72,Instagram,44.96,D,0
2.87,8.0,0,93.72,Facebook,155.66,A,0
6.37,14.89,0,29.89,Facebook,106.76,C,0
3.21,7.09,0,120.56,Google,121.61,A,0
7.09,20.96,0,27.39,Direct,72.91,C,1
6.85,20.53,0,10.0,Google,136.31,B,1
6.01,15.67,1,45.66,Direct,58.41,B,0
4.48,14.34,1,78.08,Instagram,165.62,D,0
3.68,6.11,0,67.54,Instagram,43.61,A,0
4.34,13.2,1,139.33,Google,79.03,D,1
6.92,14.52,0,10.0,Direct,96.76,C,0
3.29,7.86,0,149.72,Direct,37.82,A,0
5.12,13.73,0,12.29,Facebook,140.89,A,0
0.63,1.36,0,34.23,Facebook,175.07,B,0
5.65,14.01,0,106.13,Facebook,122.79,D,0
2.41,5.51,0,20.19,Facebook,58.66,B,0
1.7,4.07,0,19.35,Instagram,27.99,D,0
6.3,22.37,1,45.47,Instagram,220.18,A,1
5.53,8.68,0,10.0,Facebook,249.72,A,0
3.89,9.31,0,240.56,Instagram,149.64,A,0
4.24,11.45,0,26.62,Google,151.95,C,0
10.0,19.34,0,10.0,Google,139.33,D,0
4.51,10.91,1,102.94,Google,64.35,D,1
4.5,11.92,0,10.0,Google,115.24,C,0
6.63,17.77,0,104.85,Facebook,83.94,C,1
5.22,15.19,0,16.3,Google,106.29,A,0
7.47,22.77,0,25.62,Google,208.02,B,0
5.69,13.29,1,16.56,Instagram,75.19,D,0
6.9,17.56,0,10.0,Google,67.73,C,0
6.11,10.94,0,152.55,Direct,36.61,B,1
6.61,16.36,0,10.0,Direct,109.39,C,1
4.89,8.68,0,10.0,Direct,67.72,D,0
5.56,13.92,0,69.98,Google,15.91,C,0
4.32,12.59,0,65.14,Instagram,77.35,C,0
6.51,17.62,0,20.95,Google,97.13,C,0
1.63,4.16,0,10.0,Direct,103.04,D,0
6.82,19.79,0,10.0,Google,91.69,D,0
7.5,22.75,0,10.0,Instagram,62.24,C,0
6.85,14.3,0,46.29,Facebook,105.34,C,0
4.74,14.66,0,14.52,Direct,104.58,B,0
6.26,13.29,0,16.5,Google,51.42,A,1
3.06,6.97,0,164.82,Facebook,104.58,D,0
7.09,20.31,1,114.95,Facebook,137.71,C,1
2.25,5.83,0,10.0,Direct,66.77,C,0
6.48,16.14,0,46.89,Direct,69.06,B,1
6.33,16.38,1,14.12,Facebook,70.29,B,1
6.02,18.99,0,10.0,Instagram,137.29,C,0
3.88,9.84,1,10.0,Instagram,15.93,C,0
6.9,19.82,1,10.0,Instagram,95.57,A,1
0.5,1.43,1,81.3,Google,25.58,C,1
6.94,24.61,1,10.0,Google,123.73,D,1
5.48,17.49,0,10.0,Google,93.66,B,0
7.63,21.76,1,46.37,Google,152.06,B,0
5.5,15.73,0,131.21,Google,62.23,B,1
9.6,24.8,0,10.0,Google,144.42,C,0
2.65,6.4,0,65.32,Facebook,67.71,A,0
6.52,16.27,1,22.95,Google,68.69,A,0
2.78,7.0,0,28.56,Google,60.21,D,0
4.68,10.66,0,23.51,Google,82.49,B,0
6.86,15.72,0,48.62,Direct,95.81,A,1
6.56,16.2,0,10.0,Direct,49.95,D,0
10.0,23.38,0,10.0,Google,75.5,B,1
4.12,9.9,0,20.5,Instagram,145.75,C,0
8.22,19.85,0,10.0,Google,102.57,D,1
4.36,12.89,1,103.24,Direct,167.96,C,0
3.25,9.41,0,238.21,Google,128.11,B,1
0.94,2.84,1,167.41,Facebook,115.98,C,1
5.41,16.88,0,37.58,Instagram,102.31,D,0
3.7,7.91,1,79.65,Facebook,134.47,C,0
7.12,17.9,0,179.99,Instagram,102.36,A,1
3.68,9.75,1,61.85,Google,121.48,A,0
3.81,10.36,0,128.24,Google,133.01,A,1
5.89,16.23,1,10.0,Google,64.38,B,0
9.3,29.86,0,147.99,Google,197.25,D,1
2.28,5.07,0,10.0,Direct,134.47,B,0
7.54,19.73,0,10.0,Facebook,32.84,B,0
7.19,13.59,1,199.2,Google,169.11,B,1
4.45,12.05,0,223.89,Google,42.45,D,0
6.69,11.4,0,10.0,Direct,146.36,B,1
4.29,11.5,1,26.49,Google,39.29,B,0
10.0,31.2,0,50.53,Google,35.94,B,1
4.72,13.27,0,95.26,Instagram,104.17,C,0
5.2,10.24,1,23.24,Direct,168.43,C,0
4.19,8.84,1,123.84,Google,103.94,B,0
0.77,2.15,1,10.0,Direct,76.2,C,0
4.34,10.61,0,10.0,Direct,42.77,D,0
5.58,7.87,0,26.01,Instagram,157.05,C,0
8.75,28.08,0,37.55,Facebook,125.16,D,0
6.23,16.15,1,126.54,Facebook,72.94,A,0
4.53,8.08,0,112.11,Google,92.23,C,1
5.15,13.48,0,28.33,Direct,160.12,B,0
5.82,20.99,0,99.75,Direct,171.3,D,0
4.05,9.83,0,10.0,Facebook,126.68,A,0
6.71,16.22,1,11.94,Instagram,96.65,B,1
9.06,19.75,0,35.85,Direct,69.23,C,0
4.09,11.55,0,10.0,Instagram,67.86,C,0
8.02,21.05,1,70.64,Google,183.77,C,0
7.19,20.9,0,38.31,Google,108.11,B,0
6.34,13.56,0,10.0,Instagram,116.12,D,0
5.28,15.12,1,35.76,Google,187.08,C,0
5.84,11.17,1,34.4,Instagram,1.17,C,0
4.46,12.25,0,50.97,Facebook,196.18,D,0
9.59,20.18,0,10.0,Facebook,53.04,C,0
3.2,8.07,1,23.04,Google,29.34,D,1
7.84,13.49,1,82.31,Google,37.92,C,0
8.87,22.62,0,10.0,Google,25.81,D,0
4.19,10.44,0,50.9,Direct,142.3,B,0
7.91,13.74,1,20.87,Instagram,129.96,A,0
5.36,18.04,1,56.25,Google,151.37,D,0
5.16,14.49,0,17.3,Facebook,47.63,C,0
4.81,9.41,0,117.17,Facebook,128.69,B,0
0.97,1.93,0,17.92,Google,117.81,D,0
6.37,15.13,1,93.54,Direct,89.5,C,1
8.61,19.08,0,10.0,Facebook,154.99,C,1
3.24,7.95,0,197.0,Instagram,63.52,D,0
7.12,10.08,0,22.51,Facebook,-13.45,C,0
4.79,16.02,0,35.05,Google,152.77,A,0
2.27,4.86,0,90.88,Direct,137.84,D,0
7.49,23.28,0,10.0,Facebook,75.66,A,0
9.22,22.26,0,10.0,Facebook,100.48,D,1
3.01,11.23,1,20.63,Direct,96.77,D,0
5.54,16.23,0,24.64,Direct,81.95,D,1
1.4,4.25,0,83.43,Google,117.74,B,0
4.89,15.16,0,12.73,Instagram,105.05,B,0
6.22,15.8,1,83.15,Google,85.43,D,1
9.38,24.16,1,66.44,Direct,95.23,C,0
8.89,21.68,0,84.68,Direct,28.1,A,0
9.11,24.41,1,90.5,Google,65.48,C,0
3.68,9.35,0,67.79,Instagram,67.1,D,0
4.39,11.76,0,10.0,Google,94.35,D,0
0.84,1.77,0,32.34,Direct,104.89,B,0
3.21,7.36,1,76.42,Instagram,136.72,C,0
1.37,3.81,0,12.98,Google,90.71,B,0
5.91,14.85,1,83.45,Google,67.63,A,1
3.26,8.93,1,57.29,Direct,146.43,D,1
2.25,6.37,0,77.25,Facebook,133.19,A,0
4.11,12.1,0,10.0,Instagram,94.78,D,0
2.04,5.6,0,40.48,Instagram,53.36,D,1
5.77,13.76,1,67.1,Facebook,166.12,A,0
5.71,11.81,1,40.01,Google,70.12,B,1
4.21,12.96,0,10.0,Direct,122.43,B,0
3.17,6.83,0,146.6,Direct,55.86,B,0
1.65,4.13,0,50.19,Facebook,129.67,C,0
6.39,21.14,1,35.41,Facebook,83.54,C,1
5.57,11.72,0,21.82,Google,129.73,C,0
6.16,14.56,1,14.34,Instagram,80.63,D,1
4.23,10.84,0,35.74,Direct,184.4,A,0
4.46,7.16,0,10.0,Google,98.22,B,0
8.6,16.91,1,141.42,Facebook,109.85,A,1
3.5,10.94,1,10.0,Facebook,129.24,D,1
4.22,11.5,0,18.94,Instagram,181.23,B,0
6.86,19.98,0,87.61,Google,88.91,C,1
5.76,15.13,0,160.64,Facebook,57.15,A,0
0.5,0.76,1,36.37,Direct,98.5,D,1
0.78,1.55,0,66.58,Google,18.22,A,0
3.35,4.64,1,138.28,Google,30.72,C,1
7.28,20.52,0,10.0,Google,195.88,C,0
6.68,25.75,0,10.0,Facebook,106.46,A,1
6.3,10.81,0,79.91,Direct,101.63,C,1
6.57,19.94,0,33.36,Facebook,63.39,B,1
2.58,7.85,0,61.79,Direct,14.74,D,0
6.5,16.86,1,25.07,Google,158.25,C,1
2.7,4.89,1,10.0,Google,110.68,B,0
7.37,15.23,1,10.0,Instagram,46.85,B,1
3.72,5.55,1,117.07,Google,73.19,A,0
5.7,13.9,0,88.64,Instagram,65.66,A,0
0.5,1.3,0,83.1,Instagram,119.59,A,0
1.63,4.74,0,13.15,Direct,170.16,B,0
7.73,18.53,1,175.43,Google,32.86,A,1
6.73,13.97,0,107.0,Facebook,114.72,C,0
1.96,4.21,0,34.86,Instagram,77.72,B,0
8.21,19.99,0,161.89,Google,44.16,A,0
2.27,6.03,0,64.8,Facebook,55.71,B,0
5.05,16.14,0,10.0,Google,185.64,C,0
3.8,13.39,0,175.38,Google,20.03,A,1
2.69,6.72,1,40.92,Google,89.89,A,0
7.92,15.53,0,10.0,Google,94.17,C,1
9.21,28.69,0,22.61,Google,73.94,A,1
5.45,20.58,1,26.31,Google,140.52,B,1
8.81,18.72,0,92.43,Facebook,131.38,C,1
4.3,9.67,1,10.0,Google,153.38,B,0
5.27,12.86,1,52.22,Google,184.15,C,0
5.33,13.38,0,114.01,Google,156.13,C,0
2.11,4.56,1,53.47,Google,123.76,A,0
6.25,11.29,0,24.38,Google,13.49,A,0
6.77,19.01,1,31.27,Direct,72.8,A,1
4.57,11.11,1,131.87,Google,129.02,B,0
0.77,2.36,1,10.0,Instagram,126.47,D,1
5.92,16.41,0,29.87,Direct,39.25,B,0
1.21,3.65,1,45.05,Facebook,74.66,D,1
2.97,7.52,1,10.0,Facebook,136.04,B,0
5.33,15.19,0,46.13,Google,85.26,B,0
3.08,6.57,0,10.0,Google,115.45,C,0
5.63,15.5,1,188.19,Google,114.96,D,1
4.43,13.33,1,16.55,Google,93.0,D,0
0.92,2.92,0,34.1,Google,136.57,C,0
5.42,12.75,0,227.25,Google,75.65,B,0
6.47,18.11,0,16.0,Facebook,96.22,B,0
7.53,23.75,1,32.94,Google,93.69,D,1
4.08,7.03,1,56.46,Facebook,36.54,A,0
4.85,11.25,0,123.41,Google,9.45,D,1
1.26,3.52,0,28.34,Instagram,75.37,C,0
9.91,23.38,0,18.0,Google,-2.44,D,0
8.76,19.04,1,27.18,Google,176.37,C,1
4.92,13.39,1,26.11,Direct,139.25,B,1
4.69,10.63,1,41.2,Instagram,110.59,A,0
0.5,1.27,0,10.0,Google,114.06,C,0
7.59,13.12,0,10.0,Instagram,28.42,D,0
6.41,14.55,1,10.0,Google,225.22,A,0
7.03,18.6,0,16.09,Instagram,149.65,C,1
3.99,9.79,0,19.18,Instagram,96.38,D,1
3.83,9.5,0,172.44,Direct,126.78,A,1
1.91,5.09,0,12.27,Google,36.04,B,0
6.95,21.2,0,39.35,Direct,77.67,D,1
8.13,19.38,0,101.49,Google,109.9,D,1
7.81,19.48,0,67.14,Instagram,37.12,C,0
5.47,13.91,0,10.0,Direct,41.97,A,0
4.18,9.48,0,23.31,Facebook,57.05,A,0
2.37,5.01,1,54.71,Facebook,81.54,A,1
3.25,9.5,1,10.0,Google,166.01,C,0
6.17,11.87,1,153.18,Google,119.84,A,1
4.29,12.02,0,13.16,Google,119.25,D,0
9.1,21.85,0,33.38,Google,19.98,B,1
7.88,18.41,0,10.0,Facebook,75.34,B,1
3.5,9.32,0,10.0,Google,32.23,D,1
1.96,5.38,1,21.1,Instagram,114.07,A,0
3.63,7.21,0,10.0,Google,77.32,C,0
7.66,19.06,0,13.81,Facebook,161.08,B,1
3.69,8.43,0,33.79,Google,92.69,A,0
